x,y
1.143444339871838,3.4640281330781515
0.08111357478064796,4.3660544727512
0.1370771399767916,4.3764704380455575
0.9651825908208597,4.8889588423697585
2.0487939891678595,5.937275857276111
0.3678249385197163,5.605878883874514
0.46258498365301126,5.256961122513135
2.320799064191287,5.607598493015017
1.0189875588439066,4.527440876156961
1.3365486740462718,4.28161968916114
1.4109670198316446,3.5442292875654613
0.7641746527467057,7.119219714699447
-0.1210134450261533,4.048339097640918
1.2172207506784023,4.746296951556484
1.023672673706264,6.003314487497873
0.9033127352666421,4.953117977777503
1.593555911917358,2.897177673122599
0.5515548003017573,4.846516977657428
1.2676420676517406,4.433000022868647
0.0025038905575647252,3.944829964576876
1.6671904421444146,6.152646888881852
1.4131396267140657,4.0134384127916185
2.6159893852422247,4.993469757605041
2.1293752425609727,6.921934833233597
1.127885106218966,5.0995969446488
-0.18436997295059498,6.414098573645218
-0.4971480560416388,4.7858363171402045
0.6618091938076811,5.615728919296982
1.798690376266846,6.613597403718188
0.1449589944299322,4.631083883137274
5.845707231906762,4.000844467704743
6.6332144939633055,5.908853262790492
8.047771609959266,5.0202595098542915
6.723767934050745,5.587614137160368
7.371657396835384,5.581590731018065
6.751957765646842,4.665092472128803
6.839351928188227,6.2205081614819875
7.7048377168230875,5.184961242204453
7.184096312980692,4.775204086922986
8.289999509893878,5.558445289860747
7.781696655152465,4.766968714656718
6.5027417551936,6.409144485798396
7.913080537959871,3.8189470711493936
6.267022326288494,3.8030822929594548
6.89943650247656,7.285080767643603
6.901340580069021,3.5257475263461173
6.920782203440353,6.2458338392411585
7.125508949878544,6.274855319335371
4.858563198146362,4.979861391173705
4.271629385603826,5.635938749177546
8.476164860665143,4.1911960757609545
8.72387201672483,6.171141917606941
8.287965993243983,4.329398771385936
7.03176154043849,3.4323218490417258
7.798548500435912,3.9371374380310744
8.455834073911106,4.5626782826070595
7.176937721969243,5.2037762755836585
6.724783862975757,4.0642646906575886
6.443705235913848,3.5312142553128556
7.660901869612207,5.454174617266498
